id_cliente;seg_str;ocupacion;tipo_vivienda;nivel_academico;estado_civil;genero;edad;ingreso_rango;Valor_telecom;edad2
31430;PERSONAL;5;I;U;M;M;72;c. (2.2  3.3MM];151321.29;mas 60
31474;PERSONAL;5;I;I;M;M;65;c. (2.2  3.3MM];111954.79;mas 60
31577;PERSONAL;5;I;S;M;M;71;c. (2.2  3.3MM];162706.06;mas 60
31683;PERSONAL;1;I;U;M;M;33;c. (2.2  3.3MM];36586.06;31-35
31693;PERSONAL;5;O;H;M;M;66;c. (2.2  3.3MM];32246.37;mas 60
31717;PERSONAL;1;O;P;M;M;59;c. (2.2  3.3MM];264182.35;51-59
31732;PERSONAL;5;I;B;M;M;57;c. (2.2  3.3MM];189171.12;51-59
31738;PERSONAL;1;O;E;M;M;55;c. (2.2  3.3MM];285923.18;51-59
31753;PERSONAL;1;O;S;M;M;54;c. (2.2  3.3MM];194069.25;51-59
31798;PERSONAL;1;F;T;F;M;49;c. (2.2  3.3MM];791883.17;46-50
31804;PERSONAL;1;I;T;S;M;49;c. (2.2  3.3MM];177941.27;46-50
31979;PERSONAL;P;F;U;F;M;36;c. (2.2  3.3MM];1580577.5;36-40
31987;EMPRENDEDOR;3;I;U;S;M;34;c. (2.2  3.3MM];530117.5;31-35
31997;PERSONAL;1;I;U;M;M;33;c. (2.2  3.3MM];117906.8;31-35
32108;PERSONAL;1;O;U;S;M;33;c. (2.2  3.3MM];474124.02;31-35
32157;PERSONAL;1;I;U;M;M;37;c. (2.2  3.3MM];346389.29;36-40
32167;PERSONAL;1;O;U;M;M;55;c. (2.2  3.3MM];210081.55;51-59
32168;PERSONAL;1;I;T;M;M;53;c. (2.2  3.3MM];494922.1;51-59
32186;PERSONAL;P;I;U;I;M;38;c. (2.2  3.3MM];59914.94;36-40
32259;PERSONAL;1;R;T;S;M;42;c. (2.2  3.3MM];151084.58;41-45
32285;PERSONAL;1;R;U;S;M;39;c. (2.2  3.3MM];82734.54;36-40
32293;PERSONAL;1;F;T;F;M;38;c. (2.2  3.3MM];230656;36-40
32336;EMPRENDEDOR;3;R;T;S;M;34;c. (2.2  3.3MM];90487.04;31-35
32370;PERSONAL;9;I;B;F;M;44;c. (2.2  3.3MM];1256569.4;41-45
32407;PERSONAL;1;I;T;I;M;49;c. (2.2  3.3MM];602061.77;46-50
32411;PERSONAL;1;R;P;O;M;43;c. (2.2  3.3MM];67160.98;41-45
32450;PERSONAL;1;R;I;F;M;38;c. (2.2  3.3MM];60382.33;36-40
32468;PERSONAL;1;O;U;M;M;55;c. (2.2  3.3MM];118110.61;51-59
32498;PERSONAL;1;I;B;M;M;45;c. (2.2  3.3MM];170623.37;41-45
32519;PERSONAL;9;F;S;M;M;40;c. (2.2  3.3MM];86708.8;36-40
32536;PERSONAL;P;F;U;M;M;36;c. (2.2  3.3MM];235569.98;36-40
32538;PERSONAL;1;F;U;F;M;36;c. (2.2  3.3MM];141234;36-40
32554;PERSONAL;1;I;U;S;M;33;c. (2.2  3.3MM];76767.11;31-35
32614;PERSONAL;1;R;U;S;M;37;c. (2.2  3.3MM];51236.88;36-40
32616;PERSONAL;1;R;U;M;M;36;c. (2.2  3.3MM];162500.97;36-40
32652;PERSONAL;1;F;U;I;M;46;c. (2.2  3.3MM];20985.55;46-50
32721;PERSONAL;1;F;T;I;M;44;c. (2.2  3.3MM];711044.63;41-45
32752;PERSONAL;1;F;E;M;M;38;c. (2.2  3.3MM];202262.02;36-40
32927;PERSONAL;1;O;H;I;M;39;c. (2.2  3.3MM];293620.32;36-40
32954;EMPRENDEDOR;3;R;U;F;M;34;c. (2.2  3.3MM];47504.11;31-35
32958;PERSONAL;1;R;U;M;M;56;c. (2.2  3.3MM];44789.11;51-59
32983;PERSONAL;1;O;U;S;M;48;c. (2.2  3.3MM];366212.6;46-50
32997;PERSONAL;1;I;U;M;M;38;c. (2.2  3.3MM];435944.8;36-40
33037;PERSONAL;1;I;U;M;M;42;c. (2.2  3.3MM];779856.34;41-45
33062;EMPRENDEDOR;3;I;T;M;M;40;c. (2.2  3.3MM];61192.26;36-40
33105;PERSONAL;3;R;E;M;M;69;c. (2.2  3.3MM];213667.87;mas 60
33227;PERSONAL;5;O;U;M;M;69;c. (2.2  3.3MM];318806.56;mas 60
33233;PERSONAL;5;I;U;M;M;68;c. (2.2  3.3MM];864121.8;mas 60
33321;PERSONAL;1;R;T;M;M;68;c. (2.2  3.3MM];49362.92;mas 60
33408;PERSONAL;5;O;U;M;M;67;c. (2.2  3.3MM];20922.5;mas 60
33446;PERSONAL;1;O;U;I;M;68;c. (2.2  3.3MM];266514.02;mas 60
33544;PERSONAL;1;R;E;M;M;66;c. (2.2  3.3MM];49918.87;mas 60
33556;PERSONAL;5;R;I;I;M;66;c. (2.2  3.3MM];342521.3;mas 60
33593;PERSONAL;3;R;U;F;M;66;c. (2.2  3.3MM];256494.31;mas 60
33613;PERSONAL;3;O;B;W;M;66;c. (2.2  3.3MM];285989.01;mas 60
33716;PERSONAL;5;I;U;D;M;66;c. (2.2  3.3MM];10348.41;mas 60
33808;PERSONAL;1;F;U;S;M;65;c. (2.2  3.3MM];329539.29;mas 60
33863;PERSONAL;5;O;I;I;M;65;c. (2.2  3.3MM];352640.08;mas 60
33998;EMPRENDEDOR;3;F;U;S;M;64;c. (2.2  3.3MM];206980.18;mas 60
34160;PERSONAL;1;O;U;M;M;60;c. (2.2  3.3MM];117617.93;mas 60
34190;PERSONAL;5;F;I;W;M;63;c. (2.2  3.3MM];61478.57;mas 60
34193;PERSONAL;1;I;U;M;M;63;c. (2.2  3.3MM];194639.8;mas 60
34275;PERSONAL;S;R;U;F;M;61;c. (2.2  3.3MM];2226326.36;mas 60
34310;EMPRENDEDOR;3;O;U;M;M;61;c. (2.2  3.3MM];84842.08;mas 60
34333;PERSONAL;1;I;I;M;M;63;c. (2.2  3.3MM];339600.02;mas 60
34405;PERSONAL;5;O;U;M;M;61;c. (2.2  3.3MM];158354.56;mas 60
34536;PERSONAL;1;O;T;F;M;61;c. (2.2  3.3MM];173138.35;mas 60
34550;PERSONAL;3;R;P;M;M;60;c. (2.2  3.3MM];52386.64;mas 60
34585;EMPRENDEDOR;3;O;U;M;M;64;c. (2.2  3.3MM];43177.71;mas 60
34586;PERSONAL;1;O;U;M;M;62;c. (2.2  3.3MM];192253.7;mas 60
34658;PERSONAL;1;O;U;M;M;59;c. (2.2  3.3MM];158176.2;51-59
34806;PERSONAL;1;R;U;D;M;60;c. (2.2  3.3MM];453675.3;mas 60
34961;EMPRENDEDOR;8;O;U;M;M;60;c. (2.2  3.3MM];327396.15;mas 60
34972;EMPRENDEDOR;8;R;U;S;M;58;c. (2.2  3.3MM];135701.86;51-59
34992;EMPRENDEDOR;3;F;U;M;M;58;c. (2.2  3.3MM];70770.98;51-59
35066;PERSONAL;1;I;T;I;M;58;c. (2.2  3.3MM];444293.94;51-59
35069;PERSONAL;P;O;U;I;M;62;c. (2.2  3.3MM];582982.26;mas 60
35089;PERSONAL;1;O;U;M;M;62;c. (2.2  3.3MM];62094.89;mas 60
35250;PERSONAL;1;I;I;S;M;58;c. (2.2  3.3MM];183196.78;51-59
35442;PERSONAL;3;I;P;M;M;57;c. (2.2  3.3MM];276646.7;51-59
35501;PERSONAL;1;O;U;M;M;56;c. (2.2  3.3MM];918058.8;51-59
35693;PERSONAL;1;R;U;S;M;58;c. (2.2  3.3MM];115470.3;51-59
35741;PERSONAL;1;I;I;D;M;57;c. (2.2  3.3MM];133638;51-59
35767;PERSONAL;1;O;U;M;M;56;c. (2.2  3.3MM];19486.35;51-59
36052;PERSONAL;5;O;U;D;F;82;c. (2.2  3.3MM];168464.6;mas 60
36235;PERSONAL;1;R;U;F;F;42;c. (2.2  3.3MM];1103269.23;41-45
36240;PERSONAL;1;R;U;M;F;37;c. (2.2  3.3MM];155620.84;36-40
36252;PERSONAL;1;F;U;S;F;40;c. (2.2  3.3MM];5244.76;36-40
36274;PERSONAL;1;I;I;M;F;39;c. (2.2  3.3MM];1025219.9;36-40
36281;PERSONAL;O;I;I;I;F;34;c. (2.2  3.3MM];63827.35;31-35
36314;PERSONAL;1;O;U;M;F;48;c. (2.2  3.3MM];47623.76;46-50
36321;PERSONAL;1;I;I;I;F;53;c. (2.2  3.3MM];276366.67;51-59
36326;PERSONAL;1;O;S;W;F;60;c. (2.2  3.3MM];59730.66;mas 60
36355;PERSONAL;1;O;U;S;F;61;c. (2.2  3.3MM];1337804;mas 60
36401;PERSONAL;1;I;I;S;F;36;c. (2.2  3.3MM];113582.18;36-40
36443;PERSONAL;1;I;H;D;F;60;c. (2.2  3.3MM];398215.09;mas 60
36447;PERSONAL;5;F;T;S;F;70;c. (2.2  3.3MM];153606.04;mas 60
36449;PERSONAL;1;O;U;S;F;64;c. (2.2  3.3MM];421204.43;mas 60
36513;PERSONAL;1;I;I;S;F;38;c. (2.2  3.3MM];398670.82;36-40
36548;PERSONAL;1;I;T;F;F;34;c. (2.2  3.3MM];786723.86;31-35
36552;PERSONAL;1;O;U;W;F;41;c. (2.2  3.3MM];81990.31;41-45
36558;PERSONAL;1;O;U;S;F;52;c. (2.2  3.3MM];68619.54;51-59
36561;PERSONAL;P;F;U;S;F;47;c. (2.2  3.3MM];79984.36;46-50
36599;PERSONAL;E;I;T;M;F;37;c. (2.2  3.3MM];209192.21;36-40
36625;PERSONAL;1;I;U;S;F;36;c. (2.2  3.3MM];22088.56;36-40
36698;PERSONAL;1;I;U;S;F;34;c. (2.2  3.3MM];47011.64;31-35
36739;PERSONAL;1;O;U;S;F;35;c. (2.2  3.3MM];66623.72;31-35
36754;PERSONAL;1;I;I;F;F;35;c. (2.2  3.3MM];352186.75;31-35
36800;PERSONAL;1;I;I;S;F;36;c. (2.2  3.3MM];1120826.75;36-40
36853;PERSONAL;E;I;I;D;F;64;c. (2.2  3.3MM];179966.29;mas 60
36863;PERSONAL;4;I;I;M;F;59;c. (2.2  3.3MM];186838.6;51-59
36873;PERSONAL;1;O;T;S;F;49;c. (2.2  3.3MM];42238.66;46-50
36887;PERSONAL;1;I;U;S;F;33;c. (2.2  3.3MM];812811.7;31-35
36901;PERSONAL;1;I;I;S;F;38;c. (2.2  3.3MM];149830.8;36-40
36919;PERSONAL;1;F;I;I;F;33;c. (2.2  3.3MM];198222.18;31-35
37011;PERSONAL;I;R;U;D;F;61;c. (2.2  3.3MM];76091.04;mas 60
37081;PERSONAL;1;I;I;I;F;46;c. (2.2  3.3MM];288505.38;46-50
37125;PERSONAL;1;I;H;S;F;51;c. (2.2  3.3MM];97759.7;51-59
37475;PERSONAL;5;O;T;W;F;80;c. (2.2  3.3MM];519650.74;mas 60
37481;PERSONAL;5;O;U;M;F;78;c. (2.2  3.3MM];883721.63;mas 60
37590;PERSONAL;5;O;U;I;F;63;c. (2.2  3.3MM];95006.16;mas 60
37603;PERSONAL;5;F;H;D;F;87;c. (2.2  3.3MM];251802.8;mas 60
37688;PERSONAL;1;I;I;I;F;62;c. (2.2  3.3MM];761993.72;mas 60
37693;PERSONAL;5;O;S;M;F;63;c. (2.2  3.3MM];20997.51;mas 60
37863;PERSONAL;1;F;I;S;F;42;c. (2.2  3.3MM];95160.49;41-45
37873;PERSONAL;1;O;T;M;F;42;c. (2.2  3.3MM];246214.1;41-45
37876;PERSONAL;1;R;T;M;F;42;c. (2.2  3.3MM];631243.21;41-45
37919;PERSONAL;1;F;T;S;F;36;c. (2.2  3.3MM];294098.2;36-40
37946;PERSONAL;1;F;U;S;F;42;c. (2.2  3.3MM];314689.21;41-45
37957;PERSONAL;P;F;U;S;F;57;c. (2.2  3.3MM];204949.1;51-59
37972;PERSONAL;5;I;U;W;F;70;c. (2.2  3.3MM];64721.94;mas 60
38018;PERSONAL;1;F;U;M;F;41;c. (2.2  3.3MM];56009.73;41-45
38021;PERSONAL;1;R;U;M;F;41;c. (2.2  3.3MM];576429.18;41-45
38023;PERSONAL;1;O;U;M;F;41;c. (2.2  3.3MM];536729.62;41-45
38073;PERSONAL;1;F;U;S;F;41;c. (2.2  3.3MM];994872.32;41-45
38079;EMPRENDEDOR;3;F;T;F;F;41;c. (2.2  3.3MM];436984.4;41-45
38148;PERSONAL;1;I;S;M;F;39;c. (2.2  3.3MM];494171.52;36-40
38161;PERSONAL;1;F;U;I;F;37;c. (2.2  3.3MM];1213790.76;36-40
38168;PERSONAL;1;O;S;I;F;50;c. (2.2  3.3MM];101667.46;46-50
38184;PERSONAL;1;F;U;M;F;36;c. (2.2  3.3MM];1046947.63;36-40
38196;PERSONAL;4;O;T;M;F;67;c. (2.2  3.3MM];207946.76;mas 60
38201;PERSONAL;1;F;H;S;F;35;c. (2.2  3.3MM];235735.41;31-35
38259;PERSONAL;1;I;U;F;F;33;c. (2.2  3.3MM];71737;31-35
38271;PERSONAL;1;I;U;S;F;33;c. (2.2  3.3MM];59205.68;31-35
38291;PERSONAL;1;F;S;S;F;33;c. (2.2  3.3MM];197186.4;31-35
38316;PERSONAL;1;O;T;S;F;33;c. (2.2  3.3MM];45880.2;31-35
38399;PERSONAL;1;I;U;S;F;44;c. (2.2  3.3MM];542412.89;41-45
38425;PERSONAL;1;R;T;S;F;35;c. (2.2  3.3MM];216432.22;31-35
38529;PERSONAL;1;R;U;S;F;32;c. (2.2  3.3MM];53283.97;31-35
38550;EMPRENDEDOR;3;O;H;M;F;56;c. (2.2  3.3MM];135668;51-59
38565;PERSONAL;1;F;U;S;F;45;c. (2.2  3.3MM];242186.3;41-45
38614;PERSONAL;1;I;I;S;F;56;c. (2.2  3.3MM];378614.82;51-59
38649;PERSONAL;1;I;U;F;F;36;c. (2.2  3.3MM];51939.99;36-40
38654;PERSONAL;1;F;T;S;F;35;c. (2.2  3.3MM];1107398.45;31-35
38665;PERSONAL;1;F;I;S;F;33;c. (2.2  3.3MM];676260.31;31-35
38702;PERSONAL;1;R;U;S;F;55;c. (2.2  3.3MM];55740.01;51-59
38718;PERSONAL;1;O;H;S;F;53;c. (2.2  3.3MM];83439.24;51-59
38788;PERSONAL;E;O;U;M;F;55;c. (2.2  3.3MM];423979.56;51-59
38791;PERSONAL;1;R;U;O;F;49;c. (2.2  3.3MM];87656.53;46-50
38824;PERSONAL;5;O;U;S;F;63;c. (2.2  3.3MM];603135.71;mas 60
38867;PERSONAL;P;R;S;M;F;59;c. (2.2  3.3MM];178808.9;51-59
38925;PERSONAL;5;O;U;S;F;71;c. (2.2  3.3MM];105597.8;mas 60
38935;PERSONAL;4;I;I;I;F;48;c. (2.2  3.3MM];51242.85;46-50
38942;PERSONAL;1;O;U;M;F;41;c. (2.2  3.3MM];188036.36;41-45
38961;PERSONAL;1;I;I;M;F;32;c. (2.2  3.3MM];88930.9;31-35
39052;PERSONAL;1;F;U;I;F;49;c. (2.2  3.3MM];1387613.43;46-50
39094;EMPRENDEDOR;6;I;P;I;F;42;c. (2.2  3.3MM];37239.77;41-45
39095;PERSONAL;1;O;U;M;F;38;c. (2.2  3.3MM];108113.3;36-40
39114;PERSONAL;1;F;T;S;F;46;c. (2.2  3.3MM];409858.49;46-50
39117;PERSONAL;4;I;H;M;F;43;c. (2.2  3.3MM];40262.12;41-45
39143;PERSONAL;1;I;U;S;F;45;c. (2.2  3.3MM];671562.18;41-45
39196;PERSONAL;1;F;H;M;F;53;c. (2.2  3.3MM];31042.49;51-59
39204;PERSONAL;1;R;U;S;F;58;c. (2.2  3.3MM];347176.48;51-59
39269;PERSONAL;3;R;T;F;F;46;c. (2.2  3.3MM];637577.42;46-50
39341;PERSONAL;5;O;B;W;F;63;c. (2.2  3.3MM];180589.1;mas 60
39402;PERSONAL;O;I;U;I;F;39;c. (2.2  3.3MM];77188.37;36-40
39489;PERSONAL;5;O;H;W;F;81;c. (2.2  3.3MM];335384.7;mas 60
39513;PERSONAL;5;O;U;W;F;74;c. (2.2  3.3MM];233939.9;mas 60
39545;PERSONAL;1;O;T;M;F;51;c. (2.2  3.3MM];170163.09;51-59
39569;PERSONAL;5;O;S;D;F;65;c. (2.2  3.3MM];633690.19;mas 60
39650;PERSONAL;4;F;U;F;F;35;c. (2.2  3.3MM];572039.48;31-35
39743;PERSONAL;1;I;U;M;F;36;c. (2.2  3.3MM];247095.47;36-40
39780;EMPRENDEDOR;8;I;T;F;F;56;c. (2.2  3.3MM];1931156.21;51-59
39825;PERSONAL;4;R;B;W;F;86;c. (2.2  3.3MM];375693.63;mas 60
39828;PERSONAL;5;O;I;W;F;78;c. (2.2  3.3MM];115695.62;mas 60
39836;PERSONAL;5;I;B;W;F;77;c. (2.2  3.3MM];40208.42;mas 60
39933;PERSONAL;5;F;U;S;F;66;c. (2.2  3.3MM];203149.32;mas 60
40052;PERSONAL;1;F;U;S;F;50;c. (2.2  3.3MM];268304.52;46-50
40109;PERSONAL;1;F;E;S;F;41;c. (2.2  3.3MM];152224.2;41-45
40151;PERSONAL;1;R;U;M;F;41;c. (2.2  3.3MM];61456.27;41-45
40171;PERSONAL;1;I;U;I;F;41;c. (2.2  3.3MM];96567.46;41-45
40172;PERSONAL;1;I;U;M;F;41;c. (2.2  3.3MM];221379.88;41-45
40180;PERSONAL;O;R;U;M;F;41;c. (2.2  3.3MM];123077.1;41-45
40212;PERSONAL;1;F;U;M;F;40;c. (2.2  3.3MM];23457.58;36-40
40222;PERSONAL;1;I;T;M;F;40;c. (2.2  3.3MM];538900.6;36-40
40262;PERSONAL;1;I;U;S;F;40;c. (2.2  3.3MM];59516.57;36-40
40277;PERSONAL;1;I;U;S;F;40;c. (2.2  3.3MM];120645.87;36-40
40335;PERSONAL;P;F;U;S;F;39;c. (2.2  3.3MM];155673.9;36-40
40372;PERSONAL;1;F;P;M;F;38;c. (2.2  3.3MM];328231.01;36-40
40406;EMPRENDEDOR;8;R;U;D;F;38;c. (2.2  3.3MM];215336.3;36-40
40420;PERSONAL;1;O;U;M;F;65;c. (2.2  3.3MM];124911.8;mas 60
40492;PERSONAL;1;I;T;F;F;38;c. (2.2  3.3MM];359025.68;36-40
40521;PERSONAL;1;F;T;S;F;38;c. (2.2  3.3MM];315173.7;36-40
40613;PERSONAL;1;R;S;M;F;37;c. (2.2  3.3MM];130371.87;36-40
40672;PERSONAL;1;F;U;M;F;37;c. (2.2  3.3MM];305420.63;36-40
40678;PERSONAL;1;F;U;M;F;36;c. (2.2  3.3MM];153031.35;36-40
40688;EMPRENDEDOR;3;I;N;S;F;38;c. (2.2  3.3MM];246872.6;36-40
40716;PERSONAL;P;F;U;F;F;37;c. (2.2  3.3MM];1384977.21;36-40
40783;PERSONAL;1;I;U;S;F;39;c. (2.2  3.3MM];395337.5;36-40
40844;PERSONAL;1;I;U;S;F;34;c. (2.2  3.3MM];100625.4;31-35
40864;PERSONAL;3;I;U;S;F;33;c. (2.2  3.3MM];2546085.4;31-35
40926;PERSONAL;1;F;U;S;F;42;c. (2.2  3.3MM];907383.63;41-45
40955;PERSONAL;5;R;U;M;F;64;c. (2.2  3.3MM];378032.1;mas 60
41021;PERSONAL;1;I;I;S;F;36;c. (2.2  3.3MM];94611.15;36-40
41025;PERSONAL;1;F;U;M;F;36;c. (2.2  3.3MM];146100.4;36-40
41026;PERSONAL;1;F;U;S;F;36;c. (2.2  3.3MM];887354.75;36-40
41031;PERSONAL;1;F;S;F;F;36;c. (2.2  3.3MM];417458.1;36-40
41163;PERSONAL;1;I;S;S;F;54;c. (2.2  3.3MM];93352.05;51-59
41206;PERSONAL;1;F;I;S;F;36;c. (2.2  3.3MM];53303.53;36-40
41210;PERSONAL;1;R;U;F;F;35;c. (2.2  3.3MM];46199.96;31-35
41244;PERSONAL;1;I;U;S;F;35;c. (2.2  3.3MM];159844.09;31-35
41271;PERSONAL;1;F;U;F;F;35;c. (2.2  3.3MM];334057.3;31-35
41320;PERSONAL;E;F;U;M;F;36;c. (2.2  3.3MM];310189;36-40
41340;PERSONAL;4;O;T;M;F;79;c. (2.2  3.3MM];168140.3;mas 60
41359;PERSONAL;1;R;I;I;F;41;c. (2.2  3.3MM];665943.07;41-45
41360;PERSONAL;1;I;U;S;F;42;c. (2.2  3.3MM];195576.39;41-45
41387;PERSONAL;1;F;U;S;F;39;c. (2.2  3.3MM];1543321.27;36-40
41444;PERSONAL;P;F;U;M;F;38;c. (2.2  3.3MM];441595.6;36-40
41447;PERSONAL;1;I;T;I;F;38;c. (2.2  3.3MM];187450.18;36-40
41475;PERSONAL;1;F;S;S;F;38;c. (2.2  3.3MM];133177.6;36-40
41478;PERSONAL;1;R;U;M;F;38;c. (2.2  3.3MM];829627.35;36-40
41481;PERSONAL;1;I;U;F;F;38;c. (2.2  3.3MM];231891.2;36-40
41524;PERSONAL;0;I;I;I;F;36;c. (2.2  3.3MM];58230.29;36-40
41530;PERSONAL;1;I;U;M;F;35;c. (2.2  3.3MM];28711.72;31-35
41556;PERSONAL;O;F;U;S;F;31;c. (2.2  3.3MM];111663.5;31-35
41607;PERSONAL;1;I;U;M;F;44;c. (2.2  3.3MM];353770.49;41-45
41661;PERSONAL;1;I;U;F;F;34;c. (2.2  3.3MM];46990.76;31-35
41879;PERSONAL;5;R;U;M;F;61;c. (2.2  3.3MM];646332.3;mas 60
41919;EMPRENDEDOR;3;F;U;S;F;39;c. (2.2  3.3MM];189255.29;36-40
41946;PERSONAL;5;I;U;M;F;65;c. (2.2  3.3MM];61962.52;mas 60
41953;PERSONAL;1;I;T;S;F;33;c. (2.2  3.3MM];165633.5;31-35
41958;PERSONAL;1;R;U;S;F;46;c. (2.2  3.3MM];935582.29;46-50
41961;EMPRENDEDOR;3;F;T;F;F;49;c. (2.2  3.3MM];58644.7;46-50
41992;PERSONAL;1;O;T;F;F;43;c. (2.2  3.3MM];178062.85;41-45
41998;PERSONAL;1;F;U;S;F;36;c. (2.2  3.3MM];20390.93;36-40
42007;PERSONAL;1;I;U;S;F;39;c. (2.2  3.3MM];349379.6;36-40
42042;PERSONAL;1;F;U;S;F;33;c. (2.2  3.3MM];50562.92;31-35
42048;PERSONAL;1;R;U;S;F;40;c. (2.2  3.3MM];507198.01;36-40
42064;PERSONAL;1;I;H;M;F;51;c. (2.2  3.3MM];979317.03;51-59
42102;PERSONAL;1;I;U;S;F;32;c. (2.2  3.3MM];134409;31-35
42115;PERSONAL;1;I;U;F;F;38;c. (2.2  3.3MM];54238.13;36-40
42117;PERSONAL;1;R;U;S;F;39;c. (2.2  3.3MM];331770.11;36-40
42127;PERSONAL;1;F;U;D;F;43;c. (2.2  3.3MM];168184.34;41-45
42144;PERSONAL;1;I;U;S;F;34;c. (2.2  3.3MM];297993.03;31-35
42148;PERSONAL;1;I;I;M;F;49;c. (2.2  3.3MM];737860.05;46-50
42208;PERSONAL;5;O;U;M;F;71;c. (2.2  3.3MM];160677.87;mas 60
42278;PERSONAL;5;O;S;M;F;65;c. (2.2  3.3MM];86969.48;mas 60
42285;PERSONAL;1;I;U;D;F;64;c. (2.2  3.3MM];103772.6;mas 60
42467;PERSONAL;1;F;S;S;F;36;c. (2.2  3.3MM];222154.41;36-40
42508;PERSONAL;P;F;I;S;F;34;c. (2.2  3.3MM];1023108.05;31-35
42517;PERSONAL;1;I;U;F;F;34;c. (2.2  3.3MM];84576.5;31-35
42524;PERSONAL;1;F;U;S;F;34;c. (2.2  3.3MM];364482.97;31-35
42526;PERSONAL;1;I;U;S;F;33;c. (2.2  3.3MM];767371.47;31-35
42532;PERSONAL;1;F;S;S;F;33;c. (2.2  3.3MM];92254.72;31-35
42537;PERSONAL;1;I;U;F;F;33;c. (2.2  3.3MM];169099.54;31-35
42561;PERSONAL;1;I;U;M;F;33;c. (2.2  3.3MM];310143.02;31-35
42575;EMPRENDEDOR;3;I;I;F;F;33;c. (2.2  3.3MM];198513;31-35
42586;PERSONAL;1;I;E;M;F;33;c. (2.2  3.3MM];205954.96;31-35
42587;PERSONAL;1;I;U;S;F;33;c. (2.2  3.3MM];926815.23;31-35
42607;PERSONAL;1;F;U;S;F;33;c. (2.2  3.3MM];175107.44;31-35
42680;PERSONAL;1;I;U;F;F;33;c. (2.2  3.3MM];173295.34;31-35
42681;PERSONAL;1;F;U;S;F;32;c. (2.2  3.3MM];691692.21;31-35
42684;PERSONAL;1;I;T;D;F;38;c. (2.2  3.3MM];445337.75;36-40
42700;PERSONAL;1;R;U;F;F;37;c. (2.2  3.3MM];103498.2;36-40
42703;PERSONAL;1;O;U;F;F;37;c. (2.2  3.3MM];120644.59;36-40
42719;PERSONAL;1;R;I;M;F;37;c. (2.2  3.3MM];641127.36;36-40
42774;PERSONAL;1;F;U;F;F;35;c. (2.2  3.3MM];200772.36;31-35
42801;PERSONAL;4;I;I;M;F;57;c. (2.2  3.3MM];90237.53;51-59
42824;PERSONAL;1;R;N;S;F;34;c. (2.2  3.3MM];1850981.52;31-35
42838;PERSONAL;P;I;U;S;F;45;c. (2.2  3.3MM];100836.8;41-45
42954;PERSONAL;5;R;U;S;F;63;c. (2.2  3.3MM];720252.66;mas 60
42991;PERSONAL;1;O;I;D;F;57;c. (2.2  3.3MM];46686.22;51-59
43010;PERSONAL;1;I;U;D;F;49;c. (2.2  3.3MM];572428.99;46-50
43065;PERSONAL;1;F;T;S;F;39;c. (2.2  3.3MM];124933.44;36-40
43149;PERSONAL;4;I;H;S;F;64;c. (2.2  3.3MM];159360.23;mas 60
43160;PERSONAL;1;F;U;S;F;36;c. (2.2  3.3MM];296527.9;36-40
43186;PERSONAL;4;I;I;F;F;66;c. (2.2  3.3MM];70169.81;mas 60
43204;PERSONAL;4;R;T;O;F;38;c. (2.2  3.3MM];814361.57;36-40
43206;PERSONAL;1;F;H;S;F;37;c. (2.2  3.3MM];290240.7;36-40
43215;PERSONAL;1;R;U;S;F;35;c. (2.2  3.3MM];285332.77;31-35
43232;EMPRENDEDOR;3;I;B;W;F;80;c. (2.2  3.3MM];125924.08;mas 60
43303;PERSONAL;1;O;E;F;F;46;c. (2.2  3.3MM];32506.62;46-50
43326;PERSONAL;5;O;S;M;F;60;c. (2.2  3.3MM];57755.4;mas 60
43329;PERSONAL;1;I;I;S;F;56;c. (2.2  3.3MM];160848.94;51-59
43340;PERSONAL;1;I;T;M;F;34;c. (2.2  3.3MM];79673.38;31-35
43363;PERSONAL;1;I;U;I;F;38;c. (2.2  3.3MM];345825.83;36-40
43378;PERSONAL;1;O;T;W;F;52;c. (2.2  3.3MM];178211.2;51-59
43383;PERSONAL;1;F;T;M;F;43;c. (2.2  3.3MM];80714.87;41-45
43430;PERSONAL;5;I;P;W;F;75;c. (2.2  3.3MM];113971.6;mas 60
43494;PERSONAL;1;R;U;M;F;98;c. (2.2  3.3MM];94511.66;mas 60
43515;PERSONAL;1;I;U;S;F;42;c. (2.2  3.3MM];137747.9;41-45
43528;PERSONAL;1;I;I;I;F;35;c. (2.2  3.3MM];338280.8;31-35
43533;PERSONAL;1;F;T;O;F;32;c. (2.2  3.3MM];408580.67;31-35
43541;PERSONAL;5;F;S;D;F;70;c. (2.2  3.3MM];1683450.64;mas 60
43616;PERSONAL;5;O;B;W;F;59;c. (2.2  3.3MM];453256.39;51-59
43639;PERSONAL;5;I;I;W;F;62;c. (2.2  3.3MM];45310.74;mas 60
43678;PREFERENCIAL;1;O;U;M;F;52;c. (2.2  3.3MM];627815.5;51-59
43697;EMPRENDEDOR;3;I;T;M;F;45;c. (2.2  3.3MM];109506.3;41-45
43713;PERSONAL;1;F;T;M;F;39;c. (2.2  3.3MM];177082.69;36-40
43718;PERSONAL;E;F;U;S;F;39;c. (2.2  3.3MM];352727.3;36-40
43789;PERSONAL;1;R;T;M;F;34;c. (2.2  3.3MM];379499.83;31-35
43860;PERSONAL;1;I;I;I;F;46;c. (2.2  3.3MM];1041065.51;46-50
